value,optlen,family,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,3,,17,,,,,,,,,0,,,0,,,,,,15262616,,22,,,,,,,,,,,20035385,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,3,,17,,,,,,,,,0,,,0,,,,,,15262616,,0,,,,,,,,,,,20048718,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,3,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,20063093,,,0,,,,,,,,
,,,,,,,,,,syscall_getuid,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,160,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230550477248,,,0,,,,,,,,
,,1,,,,,,,,syscall_socket,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,1,,,,,,0,,,231,,,,,,,,,0,,,0,,,,,,,,3,,,,,,,,,,,92230550515425,,,0,,,,,,0,,
,,,,,,,,,,syscall_connect,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,3,,233,,,,,,,,,0,,,0,,,,,,,,0,,2128774872,,,,,,,,,92230550562508,,,0,,,,,110,,,
,4,,,,,,,,,syscall_setsockopt,,,,,0,,14054825162,,,lttng-sessiond,,,,,346392,,,,,,,,,,,,,,,,,,,1,,0,44,,243,,,16,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92230550686205,,,0,,1940908716,,,,,,
,,,,,,,,,,syscall_geteuid,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,162,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230550764069,,,0,,,,,,,,
,,,,,,,,,,syscall_getegid,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,163,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230550770892,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,0,,,0,,,,,,,,15141,,,,,,,,,,,20410644,,,0,,,,,,,,
,,,45464,,,,,,,syscall_open,,,,,0,,14053665166,,,appdaemon,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,2,,,2,,,,,,,,7,,,,,,/home/homeassistant/appdaemon/apps,,,,,102624640,,,0,,,,673792,,,,
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14053665166,,,appdaemon,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,178,,,,,,,,,2,,,2,,,,,,,,48,,,,,,,,,,,92230633068013,,,0,,,,,,,,1934634632
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14053665166,,,appdaemon,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,178,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,92230633104575,,,0,,,,,,,,1934634632
,,,,,,,,,,syscall_close,,,,,0,,14053665166,,,appdaemon,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,7,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,102743129,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,lttng-sessiond,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,44,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,8767767,,,0,,,,,,,,
,,,,,,,,,,syscall_shutdown,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,3,,242,,,,,,,,,0,2,,0,,,,,,,,0,,,,,,,,,,,92230673424077,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,3,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,8851152,,,0,,,,,,,,
,,,,,,,,62,,syscall_write,,,,,0,,14016605964,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,1,,18,,,,,,,,,0,,,0,,,,,,15262256,,-32,,,,,,,,,,,9368910,,,0,,,,,,,,
,,,,,,,,,,sched_process_exit,,,,,0,,7008302982,,,lttngracing.sh,,,,,976416,,,,,,,,,,,,,,,,15141,,,,,0,,,3,,,,,,,,,0,,,0,,lttngracing.sh,,,,,,,,,,20,,,,,,,10050990,,,0,,,,,,,,
,,,,,,,,1,,syscall_write,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,4,,18,,,,,,,,,1,,,1,,,,,,2123691187,,1,,,,,,,,,,,10162188,,,0,,,,,,,,
,,,,,,,,1,,syscall_read,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,3,,17,,,,,,,,,1,,,1,,,,,,2123691831,,1,,,,,,,,,,,10198281,,,0,,,,,,,,
,,,,,,,,,,syscall_getuid,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,160,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92230674915268,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,6,,,,,,/etc/login.defs,,,,,10347760,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,1,,,1,,,,,,23360896,,4096,,,,,,,,,,,10403905,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,1,,,1,,,,,,23360896,,4096,,,,,,,,,,,10478697,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,1,,,1,,,,,,23360896,,2324,,,,,,,,,,,10548436,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,sudoTracing.sh,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,10569061,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,10724841,,,0,,,,,,,,
,,,,,1,,kworker/u8:0,,,sched_process_fork,,4026531836,15142,,0,,7022906455,15142,,kworker/u8:0,,,,,298888,,7342,,,,15142,,,,,,,,,,,,,,,0,,,9,,,,,,,,,1,,7342,1,,,,,kworker/u8:0,,,,,,,,,,4026531836,,,,10790154,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,10888070,,,0,,,,655360,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,143,,,,,,,,,,,10953590,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,11032653,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/comm,,,,,11088434,,,0,,,,655360,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,5,,,,,,,,,,,11112600,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,11124527,,,0,,,,,,,,
,,,,,,,,,,syscall_readlinkat,,,,,0,-100,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,276,,,,,,,,,3,,,3,/proc/sudoTracing.sh/exe,,,,,6301200,,13,,,,,,,,,,,92230675727556,99,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cmdline,,,,,11179266,,,0,,,,655360,,,,
,,,,,,,,,,sched_process_exec,,,,15142,0,,7022906455,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,15142,,,,,0,,,8,,,,,,,,,1,,,1,,,,,,,,,,,,,,/sbin/modprobe,,,,,11206245,,,0,,,,,,,,
,,,,,,,,84,,syscall_write,,,,,0,,14053665166,,,rs:main Q:Reg,,,,,238440,,,,,,,,,,,,,,,,,,,,,0,9,,18,,,,,,,,,2,,,2,,,,,,1981937456,,84,,,,,,,,,,,11135412,,,0,,,,,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,32,,,,,,,,,,,11201610,,,0,,,,,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,0,,,,,,,,,,,11233902,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,11245829,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/status,,,,,11262443,,,0,,,,655360,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230675945002,,,0,,,,,,,,
,,,,,,,,2048,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,938,,,,,,,,,,,11294266,,,0,,,,,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6360578,,0,,,,,,,,,,,11380620,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,11388015,,,0,,,,,,,,
,,,4,,,,,,,syscall_access,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92230675986617,,,0,,,,,,,,
,,,3,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,11410620,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,11429994,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/sessionid,,,,,11409734,,,0,,,,655360,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/loginuid,,,,,11442026,,,0,,,,655360,,,,
,,,6496,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,11456401,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2125391888,,512,,,,,,,,,,,11468484,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,11466453,,,0,,,,655360,,,,
,,,,,,,,1000,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2125390632,,1000,,,,,,,,,,,11482182,,,0,,,,,,,,
,,,,,,,,45,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2125390576,,45,,,,,,,,,,,11487911,,,0,,,,,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,17,,,,,,,,,3,,,3,,,,,,6359640,,143,,,,,,,,,,,11483848,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,15,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,11526192,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,11563952,,,0,,,,,,,,
,,,1,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.cache,,,,,11598900,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,11614421,,,0,,,,,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230676213126,,,0,,,,,,,,
,,,6496,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/arm-linux-gnueabihf/libc.so.6,,,,,11641816,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2125391736,,512,,,,,,,,,,,11655202,,,0,,,,,,,,
,,,,,,,,2880,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2125388600,,2880,,,,,,,,,,,11666452,,,0,,,,,,,,
,,,,,,,,47,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,2125388544,,47,,,,,,,,,,,11678639,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,11678743,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,11684629,,,0,,,,,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/run/systemd/journal/flushed,,,,,92230676277970,,,0,,,,,,,,
,,,493,,,,,,,syscall_mkdir,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,41,,,,,,,,,3,,,3,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,-2,,,,,,,,,,,92230676296147,,,0,,,,,,,,
,,,416,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,,11742649,,,0,,,,655426,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,11759420,,,0,,,,,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/run/systemd/journal/flushed,,,,,92230676350209,,,0,,,,,,,,
,,,493,,,,,,,syscall_mkdir,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,41,,,,,,,,,3,,,3,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,-2,,,,,,,,,,,92230676368282,,,0,,,,,,,,
,,,416,,,,,,,syscall_open,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,,11800566,,,0,,,,655426,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,12069158,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,12084262,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,12089366,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,12093221,,,0,,,,,,,,
,,,,,,,,,,syscall_getpid,,,,,0,,14054825162,,,systemd-journal,,,,,346392,,,,,,,,,,,,,,,,,,,,,0,,,30,,,,,,,,,3,,,3,,,,,,,,121,,,,,,,,,,,12099002,,,0,,,,,,,,
,,,16384,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d,,,,,12652697,,,0,,,,673792,,,,
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,178,,,,,,,,,1,,,1,,,,,,,,208,,,,,,,,,,,92230677257809,,,0,,,,,,,,315728
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,178,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92230677320465,,,0,,,,,,,,315728
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,12739207,,,0,,,,,,,,
,,,16384,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,12770509,,,0,,,,673792,,,,
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,178,,,,,,,,,1,,,1,,,,,,,,120,,,,,,,,,,,92230677369110,,,0,,,,,,,,348672
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,178,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92230677392183,,,0,,,,,,,,348672
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,12810613,,,0,,,,,,,,
,,,0,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,12820301,,,0,,,,655360,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,655,,,,,,,,,,,12870196,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,0,,,,,,,,,,,12925092,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,12930821,,,0,,,,,,,,
,,,0,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,12940456,,,0,,,,655360,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,20,,,,,,,,,,,12955873,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,0,,,,,,,,,,,12964050,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,12967331,,,0,,,,,,,,
,,,0,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,12975092,,,0,,,,655360,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,19,,,,,,,,,,,12988841,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,0,,,,,,,,,,,12996029,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,12999206,,,0,,,,,,,,
,,,0,,,,,,,syscall_open,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,13006081,,,0,,,,655360,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,127,,,,,,,,,,,13019206,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14045812910,,,kworker/u8:0,,,,,298888,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,1,,,1,,,,,,316560,,0,,,,,,,,,,,13026654,,,0,,,,,,,,
